,Date,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,SMA,STD,Bollinger Upper,Bollinger Lower,Momentum,Williams %14,Stochastic %K with window size14,Stochastic %D with window size 3,Symbol,Series
628,2010-10-26,164.3,165.0,166.5,163.0,164.0,163.85,165.08,1164317,19220213165000.0,44922.58835504886,761203,0.6537999999999999,170.1325,6.7495082668104365,183.63151653362087,156.63348346637912,0.00450629746732041,-75.75221238938055,24.285714285714125,18.688492542633913,MUNDRAPORT,EQ
629,2010-10-27,163.85,163.5,164.9,159.65,160.15,160.35,161.08,1539430,24796646540000.0,44922.58835504886,1091461,0.7090000000000001,169.73499999999999,7.088688172125957,183.9123763442519,155.55762365574807,0.003996052854653574,-87.81818181818184,13.333333333333117,14.189847556184064,MUNDRAPORT,EQ
630,2010-10-28,160.35,161.0,162.95,152.25,153.95,154.4,156.25,3691083,57671889910000.0,44922.58835504886,2755988,0.7467,169.0725,7.869920667797741,184.81234133559548,153.3326586644045,0.0035400559199633658,-93.1419457735247,20.09345794392531,19.237501854324183,MUNDRAPORT,EQ
631,2010-10-29,154.4,154.9,155.8,150.1,152.2,151.9,152.38,2028773,30914249100000.0,44922.58835504886,1313871,0.6476000000000001,168.315,8.754263622977684,185.82352724595538,150.80647275404462,0.0031322400200153163,-94.29477020602215,31.578947368421158,21.668579548559862,MUNDRAPORT,EQ
632,2010-11-01,151.9,154.25,158.75,153.65,155.3,155.2,156.29,1402657,21922708485000.0,44922.58835504886,673434,0.4800999999999999,167.73,9.231701673641679,186.19340334728335,149.26659665271663,0.002787815174497339,-81.72043010752691,30.392156862744798,27.354854058363756,MUNDRAPORT,EQ
633,2010-11-02,155.2,155.9,156.0,151.15,153.0,153.15,153.17,1467943,22485215350000.0,44922.58835504886,882057,0.6009000000000001,166.8825,9.76528862060681,186.4130772412136,147.35192275878637,0.0024945921711338353,-88.08593749999996,41.2371134020619,34.402739211075954,MUNDRAPORT,EQ
634,2010-11-03,153.15,155.0,160.7,154.2,160.45,159.9,158.46,2649767,41987877090000.0,44922.58835504886,1529346,0.5772,165.8825,9.378464623053251,184.6394292461065,147.1255707538935,0.002261676363364008,-61.71874999999994,87.69230769230795,53.107192652371545,MUNDRAPORT,EQ
635,2010-11-04,159.9,161.0,163.0,160.3,161.05,161.2,161.38,835546,13483946625000.0,44922.58835504886,363742,0.4353,164.89,8.715769133048521,182.32153826609704,147.45846173390294,0.00207012185357864,-56.640625000000014,33.33333333333263,54.08758480923416,MUNDRAPORT,EQ
636,2010-11-05,161.2,163.0,163.0,161.6,162.35,162.3,162.29,187158,3037435265000.0,44922.58835504886,111391,0.5952000000000001,163.93,7.799163248072072,179.52832649614416,148.33167350385585,0.0019029004858532276,-52.34374999999992,50.000000000001016,57.0085470085472,MUNDRAPORT,EQ
637,2010-11-08,162.3,162.5,163.45,160.2,161.3,161.4,161.66,613082,9911300105000.0,44922.58835504886,329711,0.5378000000000001,162.975,6.764098337358024,176.50319667471604,149.44680332528395,0.0017508485766296676,-55.85937499999994,36.923076923077446,40.085470085470355,MUNDRAPORT,EQ
638,2010-11-09,161.4,162.5,165.0,161.35,162.4,162.25,163.23,601933,9825510820000.0,44922.58835504886,226603,0.3765,162.27,5.986836437383117,174.24367287476625,150.29632712523377,0.0016263716674423804,-52.539062499999964,24.65753424657546,37.1935370565513,MUNDRAPORT,EQ
639,2010-11-10,162.25,162.5,162.9,159.55,160.0,159.9,160.64,423032,6795620550000.0,44922.58835504886,200436,0.4738,161.66750000000002,5.5519383766848875,172.7713767533698,150.56362324663024,0.0015108281209536103,-61.71874999999994,10.447761194029699,24.009457454560863,MUNDRAPORT,EQ
640,2010-11-11,159.9,161.05,161.65,154.0,155.95,155.4,157.49,1955709,30800520810000.004,44922.58835504886,1386035,0.7087000000000001,161.0925,5.57695622998243,172.24641245996486,149.93858754003514,0.0014055191505834386,-77.73109243697476,18.3006535947713,17.80198301179215,MUNDRAPORT,EQ
641,2010-11-12,155.4,156.7,158.85,151.0,152.0,151.85,154.92,1124521,17421317205000.002,44922.58835504886,561002,0.4989,160.59,5.941238573827971,172.47247714765595,148.70752285234406,0.001308746699642184,-89.32926829268293,10.828025477706943,13.192146755502643,MUNDRAPORT,EQ
642,2010-11-15,151.85,152.6,153.45,150.05,151.8,151.55,151.25,606454,9172827395000.0,44922.58835504886,290843,0.4796,160.22,6.270070930647684,172.76014186129538,147.67985813870462,0.0012249672467627994,-89.96655518394648,44.11764705882383,24.415442043767353,MUNDRAPORT,EQ
643,2010-11-16,151.55,152.95,155.5,147.15,148.7,148.45,150.18,1473835,22134261095000.0,44922.58835504886,778661,0.5283,159.365,6.658850462005875,172.68270092401175,146.04729907598826,0.0011533284946085329,-92.71708683473399,15.568862275448907,23.504844937326556,MUNDRAPORT,EQ
644,2010-11-18,148.45,150.0,153.45,147.0,148.5,147.75,149.69,1823233,27292153405000.0,44922.58835504886,1033110,0.5666,158.51500000000001,7.010989494064648,172.5369789881293,144.49302101187072,0.0010950839012119182,-95.83333333333334,11.627906976744207,23.771472103672313,MUNDRAPORT,EQ
645,2010-11-19,147.75,148.55,151.0,144.0,144.5,145.3,147.19,1042105,15339245855000.002,44922.58835504886,661965,0.6352000000000001,157.07999999999998,6.599808609792367,170.2796172195847,143.88038278041526,0.0010409372014771085,-93.80952380952375,18.571428571428733,15.25606594120728,MUNDRAPORT,EQ
646,2010-11-22,145.3,145.4,147.4,140.7,145.55,146.05,144.44,860599,12430195140000.0,44922.58835504886,373684,0.4342,155.82250000000002,6.148394634425343,168.1192892688507,143.52571073114933,0.00099557848034401,-77.98353909465013,79.85074626865685,36.68336060560993,MUNDRAPORT,EQ
647,2010-11-23,146.05,145.0,147.0,142.05,145.45,145.35,144.67,977715,14144176310000.0,44922.58835504886,494459,0.5057,154.875,6.232776267578199,167.3405525351564,142.4094474648436,0.000958726178846868,-80.86419753086417,66.66666666666647,55.02961383558401,MUNDRAPORT,EQ
648,2010-11-24,145.35,147.7,148.0,142.3,143.3,144.9,145.79,477765,6965409075000.0,44922.58835504886,169613,0.355,153.9275,6.236975376237616,166.40145075247523,141.4535492475248,0.0009267649217582855,-82.71604938271598,45.61403508771929,64.04381600768086,MUNDRAPORT,EQ
649,2010-11-25,144.9,143.0,145.25,137.6,138.3,139.05,140.8,874260,12309982945000.0,44922.58835504886,477629,0.5463,152.8625,6.869093156390167,166.60068631278034,139.12431368721968,0.0008920907521304373,-94.70802919708024,18.95424836601328,43.74498337346635,MUNDRAPORT,EQ
650,2010-11-26,139.05,139.95,148.6,114.0,141.0,141.3,135.51,5075222,68772258570000.01,44922.58835504886,2561625,0.5047,152.2075,7.324261683761781,166.85602336752356,137.55897663247646,0.0008659823419122963,-46.470588235294095,78.90173410404628,47.823339185926294,MUNDRAPORT,EQ
651,2010-11-29,141.3,141.0,145.6,133.55,144.1,143.5,140.98,1118461,15768140200000.0,44922.58835504886,489858,0.438,151.7875,7.579228453415588,166.94595690683116,136.62904309316883,0.0008468863138615809,-42.15686274509804,82.57261410788384,60.142865525981136,MUNDRAPORT,EQ
652,2010-11-30,143.5,143.5,153.9,139.15,153.4,152.4,148.78,2214284,32943496750000.0,44922.58835504886,1139898,0.5147999999999999,151.6475,7.53862815606266,166.72475631212532,136.5702436878747,0.0008414534922716975,-21.47239263803681,89.83050847457628,83.7682855621688,MUNDRAPORT,EQ
653,2010-12-01,152.4,150.25,154.9,150.2,153.0,153.65,152.82,639181,9768224895000.0,44922.58835504886,245983,0.3848,151.6725,7.544699690693396,166.7618993813868,136.58310061861323,0.0008420680451969909,-16.789087093389295,73.40425531914903,81.93579263386972,MUNDRAPORT,EQ
654,2010-12-02,153.65,155.0,155.9,148.55,150.3,150.35,151.61,520492,7891013395000.0,44922.58835504886,222340,0.4272,151.195,7.294642951589315,165.7842859031786,136.60571409682137,0.0008442599865306382,-18.952062430323302,24.489795918367133,62.57485323736415,MUNDRAPORT,EQ
655,2010-12-03,150.35,150.0,151.5,144.4,146.5,147.05,147.51,529009,7803530775000.0,44922.58835504886,217165,0.4105,150.4875,6.951313298985144,164.3901265979703,136.58487340202973,0.0008481119194189975,-21.12171837708829,37.32394366197194,45.07266496649604,MUNDRAPORT,EQ
656,2010-12-06,147.05,148.9,149.75,146.0,146.7,147.0,147.71,268880,3971666665000.0,44922.58835504886,76076,0.2829,149.72250000000003,6.403195645565353,162.52889129113072,136.91610870886933,0.0008562574933555383,-21.241050119331753,26.666666666666668,29.49346874900192,MUNDRAPORT,EQ
657,2010-12-07,147.0,148.1,148.1,144.6,145.5,145.7,145.62,198780,2894698410000.0,44922.58835504886,79487,0.3999,148.9375,5.833250312838617,160.60400062567723,137.27099937432277,0.0008688541491255659,-24.343675417661135,31.428571428571267,31.80639391906996,MUNDRAPORT,EQ
658,2010-12-08,145.7,145.0,145.95,140.05,141.75,141.5,142.73,387102,5525037655000.0,44922.58835504886,186710,0.4823,147.9,5.145641998881806,158.1912839977636,137.6087160022364,0.0008855334476463949,-34.367541766109795,24.57627118644058,27.557169760559507,MUNDRAPORT,EQ
659,2010-12-09,141.5,142.1,144.1,136.55,138.5,137.75,139.41,781461,10894462735000.0,44922.58835504886,425374,0.5443,146.7925,4.798938342200182,156.39037668440037,137.1946233155996,0.0009052313021209268,-43.31742243436755,15.894039735099224,23.966294116703693,MUNDRAPORT,EQ
660,2010-12-10,137.75,137.65,149.7,133.1,147.0,146.6,144.7,1827567,26445419425000.0,44922.58835504886,1092575,0.5978,146.35250000000002,4.350694893272312,155.05388978654463,137.6511102134554,0.0009426717879408343,-22.19570405727926,81.32530120481931,40.59853737545304,MUNDRAPORT,EQ
661,2010-12-13,146.6,147.9,149.7,144.3,149.3,148.25,146.56,362511,5313102630000.0,44922.58835504886,144287,0.3979999999999999,146.17249999999999,4.182497208182171,154.53749441636432,137.80750558363565,0.0009934210670922627,-18.257756563245835,73.14814814814825,56.7891630293556,MUNDRAPORT,EQ
662,2010-12-14,148.25,151.0,154.35,148.95,150.6,151.45,151.73,661078,10030251700000.0,44922.58835504886,208422,0.3153,146.16750000000002,4.175784672764361,154.51906934552875,137.8159306544713,0.0010594272108709183,-10.62052505966591,46.29629629629625,66.9232485497546,MUNDRAPORT,EQ
663,2010-12-15,151.45,151.45,151.9,147.0,148.0,148.3,149.45,385342,5759105335000.0,44922.58835504886,208211,0.5403,146.16,4.171601989596992,154.50320397919398,137.816796020806,0.0011344047671135618,-18.13842482100237,26.530612244898162,48.65835222978089,MUNDRAPORT,EQ
664,2010-12-16,148.3,149.9,150.35,146.6,147.8,148.05,148.45,284245,4219647790000.0,44922.58835504886,145360,0.5114,146.175,4.178154339648707,154.5313086792974,137.8186913207026,0.001228388196249794,-34.429824561403464,38.66666666666712,37.16452506928718,MUNDRAPORT,EQ
665,2010-12-20,148.05,141.0,145.45,135.1,144.25,144.3,143.1,1097483,15705133480000.002,44922.58835504886,613446,0.559,146.125,4.1951256177954175,154.51525123559082,137.73474876440918,0.0013274148903994498,-50.87719298245609,88.8888888888891,51.362055933484804,MUNDRAPORT,EQ
666,2010-12-21,144.3,146.95,150.5,143.65,149.8,149.7,147.53,638065,9413168005000.0,44922.58835504886,377605,0.5918,146.3075,4.270408430069549,154.8483168601391,137.7666831398609,0.001451308136803925,-27.192982456140413,88.3211678832115,71.95890781292258,MUNDRAPORT,EQ
667,2010-12-22,149.7,150.5,152.4,148.5,149.45,149.95,150.22,1484744,22304365950000.0,44922.58835504886,1031192,0.6945,146.5375,4.339441966504552,155.2163839330091,137.8586160669909,0.001596187032158392,-26.09649122807024,37.179487179486834,71.46318131719582,MUNDRAPORT,EQ
668,2010-12-23,149.95,150.0,151.35,143.25,144.2,145.3,146.98,460088,6762431580000.0,44922.58835504886,167626,0.3643,146.5575,4.332413785898084,155.22232757179617,137.89267242820384,0.0017556835420325567,-42.58823529411757,25.3086419753088,50.26976567933571,MUNDRAPORT,EQ
669,2010-12-24,145.3,144.65,145.4,143.15,144.0,143.75,143.96,546725,7870386109999.999,44922.58835504886,254009,0.4646,146.79250000000002,4.01995924981009,154.8324184996202,138.75258150037985,0.0019378751885367061,-49.88235294117644,26.666666666666416,29.718265273820688,MUNDRAPORT,EQ
670,2010-12-27,143.75,145.0,146.9,143.1,143.35,143.65,144.57,478728,6921121255000.0,44922.58835504886,223570,0.467,146.91000000000003,3.8829790519009646,154.67595810380195,139.1440418961981,0.0021499255975155193,-50.35294117647054,14.47368421052657,22.14966428416727,MUNDRAPORT,EQ
671,2010-12-28,143.65,148.0,148.0,140.4,141.0,140.85,141.74,941747,13348206410000.0,44922.58835504886,484141,0.5141,146.7775,4.0472042009043685,154.87190840180875,138.68309159819125,0.002397820146617264,-63.52941176470588,5.921052631578802,15.687134502923932,MUNDRAPORT,EQ
672,2010-12-29,140.85,142.0,142.65,140.3,141.25,141.35,141.65,651864,9233601935000.0,44922.58835504886,338516,0.5193,146.225,3.9931355575114162,154.21127111502284,138.23872888497715,0.0026926792126775183,-61.1764705882353,44.68085106382917,21.69186263531152,MUNDRAPORT,EQ
673,2010-12-30,141.35,142.0,142.85,140.05,141.75,141.7,141.22,665419,9397184470000.0,44922.58835504886,354031,0.532,145.6275,3.707477330963937,153.04245466192788,138.21254533807212,0.003050822030553289,-59.529411764705905,58.928571428570976,36.51015837465965,MUNDRAPORT,EQ
674,2010-12-31,141.7,142.45,145.35,142.0,143.75,144.05,144.33,680716,9824756035000.0,44922.58835504886,398596,0.5856,145.3125,3.549383749570882,152.41126749914176,138.21373250085824,0.0034711023942798768,-53.50649350649341,61.19402985074671,54.934484114382286,MUNDRAPORT,EQ
675,2011-01-03,144.05,145.55,146.4,143.05,145.5,145.05,145.15,487210,7071711884999.999,44922.58835504886,283277,0.5814,145.2125,3.5259517194700774,152.26440343894015,138.16059656105986,0.003970938113552345,-48.31168831168822,59.701492537313534,59.94136460554375,MUNDRAPORT,EQ
676,2011-01-04,145.05,146.95,150.5,144.55,150.2,148.55,146.83,812777,11934230180000.0,44922.58835504886,390172,0.48,145.29,3.583867361507095,152.45773472301417,138.12226527698581,0.0045780048469176195,-22.25433526011556,67.22689075630265,62.707471048120965,MUNDRAPORT,EQ
677,2011-01-05,148.55,150.1,158.8,149.3,157.2,157.6,154.69,3254352,50342841200000.0,44922.58835504886,936671,0.2878,145.885,4.520861003419826,154.92672200683964,136.84327799316034,0.005310187693702766,-5.063291139240575,87.3684210526314,71.43226811541587,MUNDRAPORT,EQ
678,2011-01-06,157.6,158.3,160.0,154.0,154.15,154.95,157.31,1874274,29483961700000.0,44922.58835504886,672025,0.3586,146.5575,4.824424563627714,156.20634912725544,136.90865087274457,0.006165065983202032,-20.28112449799201,15.833333333333144,56.809548380755736,MUNDRAPORT,EQ
679,2011-01-07,154.95,155.0,155.3,146.1,146.85,147.25,150.08,781973,11735873330000.0,44922.58835504886,265897,0.34,147.0325,4.356612487946658,155.74572497589332,138.31927502410667,0.007145815272924685,-63.90977443609026,12.500000000000039,38.5672514619882,MUNDRAPORT,EQ
680,2011-01-10,147.25,147.3,148.3,139.25,140.75,140.4,143.63,625006,8977118780000.0,44922.58835504886,303209,0.4851,146.72250000000003,4.60264440599408,155.9277888119882,137.51721118801186,0.008283764868585838,-94.45783132530117,12.707182320442035,13.680171884591743,MUNDRAPORT,EQ
681,2011-01-11,140.4,141.05,142.75,136.0,139.1,139.05,138.79,1121192,15561443865000.0,44922.58835504886,626980,0.5592,146.2625,4.892552745769378,156.04760549153875,136.47739450846123,0.009600131428168339,-87.29166666666663,45.185185185185354,23.464122501875817,MUNDRAPORT,EQ
682,2011-01-12,139.05,140.4,140.85,136.5,139.5,139.75,138.88,1045506,14519487865000.0,44922.58835504886,616005,0.5892000000000001,145.6775,4.93890236597808,155.55530473195617,135.79969526804385,0.011179735814372907,-84.375,74.71264367816102,44.201670394596135,MUNDRAPORT,EQ
683,2011-01-13,139.75,140.6,143.7,139.6,141.3,141.4,141.94,797536,11320276015000.0,44922.58835504886,276761,0.347,145.3325,4.986832002661647,155.3061640053233,135.35883599467672,0.013154023716393383,-77.49999999999999,43.90243902439058,54.60008929591232,MUNDRAPORT,EQ
684,2011-01-14,141.4,141.0,142.5,138.0,139.1,139.2,139.87,598460,8370683090000.001,44922.58835504886,294307,0.4918,144.89,5.123773280825201,155.1375465616504,134.64245343834958,0.015456916495460724,-86.66666666666671,26.666666666666416,48.42724978973934,MUNDRAPORT,EQ
685,2011-01-17,139.2,141.0,141.0,135.35,137.5,137.1,137.23,397997,5461843675000.0,44922.58835504886,212921,0.535,144.53000000000003,5.412227871037614,155.35445574207526,133.7055442579248,0.018246896739251187,-92.90060851926978,30.973451327433597,33.84751900616354,MUNDRAPORT,EQ
686,2011-01-18,137.1,137.5,140.55,137.5,140.3,139.85,138.91,370616,5148224630000.0,44922.58835504886,187023,0.5046,144.0375,5.364966154956388,154.76743230991278,133.3075676900872,0.02163104045474383,-81.74442190669372,77.04918032786838,44.89643277398947,MUNDRAPORT,EQ
687,2011-01-19,139.85,140.05,142.0,138.6,140.0,139.8,140.28,379533,5324018360000.0,44922.58835504886,172221,0.4538,143.53,5.2551829054891215,154.04036581097824,133.01963418902176,0.025761797982178935,-81.94726166328594,35.29411764705927,47.77224976745375,MUNDRAPORT,EQ
688,2011-01-20,139.8,139.0,142.0,137.65,138.4,139.4,140.11,266418,3732759410000.0,44922.58835504886,89375,0.3354999999999999,143.23499999999999,5.315842756539303,153.86668551307858,132.6033144869214,0.030772562644331095,-83.5699797160243,40.229885057471314,50.85772767746633,MUNDRAPORT,EQ
689,2011-01-21,139.4,138.85,141.35,138.0,140.5,140.0,140.0,271388,3799367745000.001,44922.58835504886,126276,0.4653,143.04749999999999,5.362650439714286,153.77280087942856,132.3221991205714,0.03690298795174701,-81.13590263691681,59.701492537313534,45.07516508061471,MUNDRAPORT,EQ
690,2011-01-24,140.0,140.4,144.5,139.75,142.4,142.25,142.94,657683,9401193680000.0,44922.58835504886,222358,0.3381,142.9775,5.3635091372052175,153.70451827441042,132.25048172558957,0.044104160351868926,-72.00811359026368,52.63157894736842,50.85431884738443,MUNDRAPORT,EQ
691,2011-01-25,142.25,143.95,144.55,139.8,140.45,140.15,141.67,378857,5367187985000.0,44922.58835504886,171151,0.4518,142.9425,5.380380416176789,153.70326083235358,132.1817391676464,0.053769434208737234,-80.52738336713992,7.368421052631459,39.90049751243781,MUNDRAPORT,EQ
692,2011-01-27,140.15,141.45,141.5,138.0,138.1,138.15,138.47,1363893,18885743010000.0,44922.58835504886,1140284,0.8361000000000001,142.7825,5.476943899238959,153.73638779847792,131.82861220152208,0.06827398726364252,-85.96491228070171,4.285714285714448,21.428571428571445,MUNDRAPORT,EQ
693,2011-01-28,138.15,137.8,140.85,134.55,139.6,139.5,137.51,774349,10647730855000.0,44922.58835504886,470018,0.6070000000000001,142.6725,5.5217387375660545,153.71597747513212,131.6290225248679,0.09763248038023448,-64.00000000000009,78.5714285714286,30.075187969924837,MUNDRAPORT,EQ
694,2011-01-31,139.5,138.0,141.0,135.55,140.0,140.55,138.43,690663,9560727050000.0,44922.58835504886,441013,0.6385000000000001,142.4975,5.531238440524707,153.5599768810494,131.4350231189506,0.39317640046438423,-40.0,91.74311926605523,58.20008737439943,MUNDRAPORT,EQ
695,2011-02-01,140.55,140.05,142.45,137.8,138.9,139.45,140.04,2105194,29480347250000.0,44922.58835504886,1882323,0.8941,142.2175,5.536963708296436,153.29142741659288,131.14357258340712,0.3933834761421497,-51.00000000000022,35.48387096774162,68.59947293507516,MUNDRAPORT,EQ
696,2011-02-02,139.45,141.0,141.05,135.9,136.8,136.5,137.0,2986356,40913217045000.0,44922.58835504886,2449472,0.8201999999999999,141.615,5.466792093285102,152.54858418657022,130.6814158134298,0.3943399250709604,-80.50000000000011,11.650485436893081,46.29249189022999,MUNDRAPORT,EQ
697,2011-02-03,136.5,136.5,139.25,135.5,138.25,138.35,137.91,856145,11806787525000.0,44922.58835504886,586125,0.6846,140.6525,4.002909304052636,148.65831860810528,132.64668139189473,0.3943388703008465,-62.00000000000016,75.99999999999984,41.04478546821152,MUNDRAPORT,EQ
698,2011-02-04,138.35,138.5,139.25,134.2,135.0,134.95,136.7,581117,7944138534999.999,44922.58835504886,332620,0.5724,139.65249999999997,2.4337795496870376,144.52005909937404,134.7849409006259,0.3944019462492478,-92.75362318840581,14.851485148514818,34.16732352846925,MUNDRAPORT,EQ
699,2011-02-07,134.95,136.8,136.8,134.3,134.5,134.8,135.57,434301,5887776710000.0,44922.58835504886,277301,0.6385000000000001,139.03,1.9278703826415795,142.88574076528317,135.17425923471683,0.394315920419512,-94.20289855072443,20.0,36.950495049504894,MUNDRAPORT,EQ
700,2011-02-08,134.8,137.0,137.4,130.5,131.65,131.7,134.47,1037657,13953282130000.002,44922.58835504886,705123,0.6795,138.59499999999997,2.4993104315632384,143.59362086312646,133.59637913687348,0.3935710552505337,-91.45907473309617,17.39130434782591,17.414263165446915,MUNDRAPORT,EQ
701,2011-02-09,131.7,131.0,132.0,126.95,129.0,129.0,128.57,1074254,13811746585000.0,44922.58835504886,778353,0.7245999999999999,138.0925,3.2886677436401968,144.6698354872804,131.5151645127196,0.3918012730819877,-88.35227272727275,40.59405940594056,25.995121251255494,MUNDRAPORT,EQ
702,2011-02-10,129.0,128.75,130.85,120.5,129.8,129.7,125.87,983982,12385274590000.0,44922.58835504886,509130,0.5174000000000001,137.59,3.75659420243198,145.10318840486397,130.07681159513604,0.3906133505127128,-61.74636174636181,88.88888888888883,48.95808421421844,MUNDRAPORT,EQ
703,2011-02-11,129.7,131.0,139.9,128.2,138.6,138.55,135.65,1175164,15940608160000.0,44922.58835504886,700176,0.5958,137.4475,3.6572017994289134,144.76190359885783,130.13309640114215,0.39051040465935344,-24.948024948024937,88.46153846153852,72.64816225212263,MUNDRAPORT,EQ
704,2011-02-14,138.55,142.0,144.4,137.1,143.45,142.7,142.17,875125,12441610095000.0,44922.58835504886,532345,0.6083,137.6225,3.8253474216706476,145.2731948433413,129.97180515665872,0.39291771805349973,-7.692307692307783,76.7123287671231,84.68758537251682,MUNDRAPORT,EQ
705,2011-02-15,142.7,142.6,146.0,139.3,141.75,141.65,142.77,1017479,14526556740000.0,44922.58835504886,481738,0.4735,137.85,3.92659622274578,145.70319244549157,129.99680755450842,0.39725473028159913,-17.058823529411743,35.07462686567162,66.74949803144442,MUNDRAPORT,EQ
706,2011-02-16,141.65,142.75,144.25,139.0,143.5,143.35,142.31,1324018,18842239965000.0,44922.58835504886,602968,0.4554,138.025,4.094813793293163,146.21462758658635,129.83537241341367,0.4015348034899156,-10.392156862745122,82.85714285714275,64.88136616331248,MUNDRAPORT,EQ
707,2011-02-17,143.35,143.7,149.4,142.3,148.0,147.8,146.14,1236435,18068841355000.0,44922.58835504886,668304,0.5405,138.425,4.63273535223498,147.69047070446996,129.15952929553006,0.4006379732636918,-5.536332179930775,77.46478873239442,65.13218615173626,MUNDRAPORT,EQ
708,2011-02-18,147.8,148.0,151.0,142.95,145.1,144.3,147.21,548509,8074818430000.0,44922.58835504886,209843,0.3826,138.67000000000002,4.8130688319084936,148.296137663817,129.04386233618303,0.4000708856378852,-21.96721311475406,16.770186335403984,59.03070597498038,MUNDRAPORT,EQ
709,2011-02-21,144.3,145.4,145.4,139.2,143.1,143.65,142.13,459542,6531351205000.0,44922.58835504886,249534,0.543,138.85250000000002,4.933837915932011,148.72017583186405,128.984824168136,0.3967429188075783,-24.098360655737686,71.77419354838717,55.33638953872853,MUNDRAPORT,EQ
710,2011-02-22,143.65,141.5,143.8,139.2,139.2,140.2,141.43,457607,6472025575000.0,44922.58835504886,256517,0.5606,138.75,4.880546777139483,148.51109355427897,128.98890644572103,0.39413705696082235,-35.409836065573806,21.739130434782503,36.76117010619122,MUNDRAPORT,EQ
711,2011-02-23,140.2,140.05,146.6,138.35,145.2,143.9,142.57,1732547,24700853345000.0,44922.58835504886,824437,0.4759,138.9375,5.007543651611365,148.95258730322274,128.92241269677726,0.38640563991052274,-23.278688524590148,67.27272727272741,53.595350418632364,MUNDRAPORT,EQ
712,2011-02-24,143.9,144.0,149.8,141.0,145.1,146.3,145.09,1598633,23194868195000.0,44922.58835504886,1122249,0.7020000000000001,139.345,5.265076097980793,149.8751521959616,128.8148478040384,0.3752338953598436,-15.409836065573735,60.227272727272776,49.74637681159424,MUNDRAPORT,EQ
713,2011-02-25,146.3,145.1,149.5,143.1,149.5,148.2,146.82,743380,10914055070000.0,44922.58835504886,411033,0.5529000000000001,139.78,5.625608739145312,151.0312174782906,128.5287825217094,0.35947839576964996,-9.180327868852496,79.68749999999984,69.06250000000001,MUNDRAPORT,EQ
714,2011-02-28,148.2,148.05,150.55,134.75,138.35,138.0,139.36,2792105,38911811255000.0,44922.58835504886,1624475,0.5818,139.6525,5.636125839211031,150.92475167842207,128.38024832157794,0.35671661205102567,-42.62295081967213,20.56962025316454,53.49479766014573,MUNDRAPORT,EQ
715,2011-03-01,138.0,139.2,141.4,133.25,139.2,138.95,137.75,3822872,52659307675000.0,44922.58835504886,2356479,0.6164000000000001,139.6275,5.638179880968607,150.9038597619372,128.35114023806278,0.3584003043925061,-39.50819672131151,69.93865030674827,56.7319235199709,MUNDRAPORT,EQ
716,2011-03-03,138.95,139.75,139.75,135.0,135.8,135.6,136.36,1759385,23991834860000.0,44922.58835504886,978961,0.5564,139.5825,5.667968052472029,150.91843610494408,128.24656389505594,0.36139747352786866,-67.5438596491228,12.631578947368302,34.37994983576038,MUNDRAPORT,EQ
717,2011-03-04,135.6,110.0,137.8,110.0,133.1,132.8,133.8,1382407,18496383200000.0,44922.58835504886,799345,0.5782,139.305,5.863959951903557,151.0329199038071,127.57708009619289,0.3617563881482751,-44.390243902438996,82.01438848920863,54.86153924777508,MUNDRAPORT,EQ
718,2011-03-07,132.8,130.0,132.5,130.0,131.6,131.5,131.21,780459,10240102080000.0,44922.58835504886,356922,0.4573,139.1325,6.046710175716078,151.22592035143214,127.03907964856784,0.3623618822964781,-47.5609756097561,60.0,51.548655812192315,MUNDRAPORT,EQ
719,2011-03-08,131.5,131.5,133.7,131.15,132.75,132.7,132.84,319785,4248067845000.001,44922.58835504886,165733,0.5183,139.0275,6.14336344972561,151.31422689945123,126.74077310054878,0.36200587793525235,-44.63414634146344,60.78431372548993,67.59956740489953,MUNDRAPORT,EQ
720,2011-03-09,132.7,133.1,134.3,129.65,131.2,131.05,131.23,1183691,15533306825000.0,44922.58835504886,701228,0.5924,138.995,6.185741244069505,151.366482488139,126.623517511861,0.3637225245450555,-48.65853658536582,30.107526881720517,50.29728020240349,MUNDRAPORT,EQ
721,2011-03-10,131.05,131.45,135.55,131.0,133.15,133.8,133.72,1064047,14228080210000.0,44922.58835504886,488843,0.4594,139.235,5.86219152496946,150.95938304993894,127.51061695006109,0.3661713037883996,-41.951219512195095,61.53846153846163,50.81010071522403,MUNDRAPORT,EQ
722,2011-03-11,133.8,132.8,133.65,130.35,131.25,131.6,131.8,580658,7653196500000.0,44922.58835504886,308928,0.532,139.32999999999998,5.713036799760999,150.75607359952198,127.90392640047799,0.3669199956383802,-46.732429099876725,37.87878787878775,43.17492543298997,MUNDRAPORT,EQ
723,2011-03-14,131.6,131.8,134.5,131.1,132.4,133.25,132.71,542303,7197031315000.001,44922.58835504886,281078,0.5183,139.065,5.871835093917509,150.80867018783502,127.32132981216498,0.3679363037780636,-42.66337854500618,63.23529411764712,54.21751451163218,MUNDRAPORT,EQ
724,2011-03-15,133.25,126.0,132.9,125.25,130.6,130.8,130.93,568586,7444482709999.999,44922.58835504886,288137,0.5068,138.47,6.083225425766318,150.63645085153263,126.30354914846737,0.36790400322371014,-48.70530209617755,72.54901960784323,57.88770053475938,MUNDRAPORT,EQ
